product_name,reviewer,review_date,review_text
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,NMNS,1/10/2022,Excellent product for the price. One piece arrive damaged (it happens) but was sent another one within a week without any issue.  Very satisfied with this product and customer service.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Michael,2/8/2022,[This review was collected as part of a promotion.] Easy assembly and amazing quality and look for price. Great addition to our guest room.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Andrea,5/24/2020,Worth every penny saved.  Quality is great.  It will take time to assemble but worth the it.  Drawers are roomy and deep.  Definitely a recommend purchase.  Added a finish photo please excuse all the crap on topÃ°ÂŸÂ˜ÂŒ.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Suzanne,10/2/2021,[This review was collected as part of a promotion.] Sturdy...love the color and style. Functionally works well and the drawers slide nicely. Perfect size for our small bedroom. Good purchase!!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,ahsram36,8/14/2021,"Worst piece of junk I've ever bought.  Made from pressed wood, hard to assemble. I thought where it was from Better Homes and Gardens the quality would be there. But it also has Souder brand on the box. I should have knew better!"
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Jani,8/22/2021,"I struggled a little to assemble but if follow directions exactly you can do it. It is worth the effort.
Looks very nice when completed. I spray painted the drawer pulls black.Gives a more finished look."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Lyle,10/11/2021,[This review was collected as part of a promotion.] Very heavy and well-made easy to put together would recommend it to anyone came in very well packed with no damage whatsoever
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Deborah,9/23/2021,[This review was collected as part of a promotion.] We bought 2 of these for either side of our bed. There's a lot to put together but in the end we love the look and space in the drawers.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Denice,10/25/2021,[This review was collected as part of a promotion.] Love the look and easy construction yet durability. Only recommendation is to supple a solid back for the dresser.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Melissa,11/10/2021,Do not buy this! The top drawer will never go into place. The holes are wrong. A project that should've taken a couple hours has turned into days. It's going to the dump!!!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Karen,9/13/2021,"[This review was collected as part of a promotion.] Organizing my closet , this chest of drawers adds extra storage with alot of style. Great chose, no regrets.Good quality, does not look cheap."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,audrey,9/22/2020,Love ti !!!!
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Nancy,5/5/2021,[This review was collected as part of a promotion.] I love this cheat of drawers so much I purchased a second one to place them-side by side. The rustic white is nice to match my larger ladies dresser. Assembly was logical and I took my time so I had no rework. I dedicated 3.5 hrs...
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Susanne,7/15/2021,"[This review was collected as part of a promotion.] The product is just as expected. It looks exactly as pictured, The only improvement I would want would be better glides on the drawers. They work fine but aren't as smooth as some other furniture in the house. But seriously, for this price point? It's a great deal, and put it this way, the next day I ordered the matching nightstand. I have to say, the app they send information about called BILT was the absolute best. I could not have put it together based on pictures alone, and the ease of step by step directions that you can go back and review, made it so much better. The parts are clearly identified and packaged well. The package is more than 100 lbs which surprised me, but I was still a..."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Janet,4/4/2021,Just love the color and it's very sturdy. As we all know furniture is pricey and I was really looking for something affordable but nice looking. I read the reviews and really hoped I wasn't buying something that would be flimsy and look cheap. This is not that. It's beautiful and strong. Now I will say it comes in a LOT of parts. And although I'm sure I could have handled it I did give it to my husband to put together as he is really good at it. . And it did take him quite a bit of time to put together. But all the parts were there and all fit together nicely. So if you need to save some money and are willing to set aside a few hours of your day I highly recommend this one.
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Jess,7/1/2021,Looks super nice. Drawers move nicely and is sturdy. The paper directions are easier to follow then the app but overall it was pretty easy to put together. One complaint is that it was missing one of the bottom drawer pieces so I had to go buy a different one take the piece out and return it otherwise I would have had to take it all apart and return it. Very annoying
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Marisa,6/16/2021,"I like it, but one of the handles arrived slightly bent. They can't replace it without replacing the entire chest, which I had already built, and I didn't want to wait for another one to be shipped out, so I'll just have to live with it or find different handles. Otherwise, it's nice. Check the parts before building in case you have to replace it."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,HeatherD,7/12/2021,"The furniture is very sturdy and good quality! It looks great! The only problem I had was that FedEx dropped this very heavy piece of furniture off at the end of my long driveway. The picture of what was in it is on the outside of the box, any capable person could have stolen it. Thankfully my husband was able to load it up and unload it into the house. This is not the first time FedEx has just left deliveries at the end of my driveway."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,KELLIE,8/3/2020,"I had previosly purchased on from my Walmart locally, but needed a second one and they were out of stock so ordered it through the Walmart app and had it shipped to me but it seems to be a different quality and definitely doesn't match the first one as expected it to because it was to complete my son's bedroom set.  I do normally recommend this style being offered but found this particular piece disappointing."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,FLDusty,5/13/2020,"I ordered this dresser in the Rustic Gray to match other pieces for my Master bedroom. Sauder Woodworking has hit it out of the park with this collection. The dressers are heavy weight and made precisely. Follow the directions and you'll have a quality piece of furniture when you're finished. The most difficult step was getting all the pieces upstairs from my front door - then it goes together in just a few hours. I'm 67 and live alone - if that's the case, get yourself some furniture sliders (shown under the piece in my photo) and you can even move it from room to room easily."
Better Homes Gardens Modern Farmhouse 4 Drawer Chest Rustic Gray Finish,Pegger,4/26/2020,This is a beautiful and good quality piece of furniture.  I first bought the dresser and a night stand in the grey and was so pleased; better than I expected. Later I ordered the chest and plan to purchase another night stand.  Highly recommend.  Worth every penny.
